CustomerID,Recency,Frequency,Monetary,Cluster_KMeans,Cluster_GMM,Prob_max_GMM
12402,323,1,225.6,0,0,0.9999999907604917
12403,50,1,427.7,0,0,0.999999967852801
12405,149,1,1710.39,0,0,0.9999961044770973
12406,22,2,3415.3,1,4,0.999950944993858
12407,50,5,1708.1200000000001,1,2,0.999115958437804
12408,33,5,2888.55,1,2,0.9991992240287884
12409,79,3,11072.67,1,3,0.9920039029079419
12410,309,2,693.3299999999999,0,4,0.9999993714405612
12412,75,3,1226.88,0,3,0.9999881879490373
12413,67,3,758.1,0,3,0.9999882344524342
12414,217,3,562.41,0,3,0.9999947761714032
12415,24,21,124914.53,1,6,0.9999999445322787
12417,3,9,3649.1,1,1,0.8815688633869088
12418,113,1,668.58,0,0,0.9999998598407638
12420,64,1,600.39,0,0,0.9999999106897093
12421,16,4,807.04,1,7,0.9998913801502702
12422,96,3,803.5600000000001,0,3,0.9999893288838267
12423,1,8,1859.31,1,1,0.589435360340302
12424,163,2,1760.96,0,4,0.9999936510720704
12425,78,1,777.2,0,0,0.9999997905213831
12426,195,1,582.73,0,0,0.9999998995347067
12427,22,3,825.8,1,3,0.9999841452781371
12428,26,9,7956.46,1,1,0.42992338882892744
12429,9,4,3750.4,1,7,0.9999512179410873
12430,43,1,256.4,0,0,0.999999991035319
12431,36,15,6487.45,1,1,0.9467709741577855
12432,43,5,5059.32,1,2,0.998898857142799
12433,1,7,13375.87,1,5,0.9045450541668426
12434,85,2,806.14,0,4,0.9999990845197007
12435,80,2,7829.89,1,4,0.9962457639628532
12436,100,1,509.01,0,0,0.9999999391496638
12437,2,18,4951.41,1,1,0.9785572168511387
12438,14,2,2906.85,1,4,0.9999808143664933
12441,367,1,173.55,0,0,0.9999999946327751
12442,3,1,172.06,0,0,0.9999999976666474
12444,21,5,5005.46,1,2,0.9989487059911554
12445,22,1,133.4,0,0,0.9999999981646468
12446,58,1,1002.3100000000001,0,0,0.9999995417022893
12447,243,1,476.49,0,0,0.9999999423007101
12448,44,1,449.45,0,0,0.9999999645241566
12449,22,4,4067.29,1,7,0.9999046776392077
12450,156,2,197.88,0,4,0.9999998920903224
12451,11,5,9035.52,1,2,0.9949342639952247
12452,17,2,430.57,0,4,0.9999995478635194
12453,134,1,707.09,0,0,0.9999998280502879
12454,56,1,3528.34,0,0,0.9999318648496912
12455,73,6,2466.86,1,5,0.866632109033959
12456,44,3,3181.04,1,3,0.9999604849450159
12457,66,7,2363.23,1,5,0.8418743759105725
12458,71,2,947.4,0,4,0.9999988485522703
12461,94,2,826.88,0,4,0.9999990484918598
12462,19,2,1189.59,1,4,0.9999988576288527
12463,53,4,1344.78,1,7,0.9999031501662647
12464,10,8,1212.05,1,5,0.549067201942887
12465,17,2,742.1899999999999,0,4,0.9999993279377939
12468,188,2,729.5400000000001,0,4,0.9999992445382617
12471,2,30,19824.05,1,6,0.5628263005632271
12472,32,7,6572.11,1,5,0.9336050981226626
12473,29,5,3938.5499999999997,1,2,0.9991547998972712
12474,17,18,7375.79,1,1,0.9361528241389824
12475,54,1,723.38,0,0,0.9999998478319885
12476,16,11,6816.42,1,1,0.9353778950074287
12477,23,6,13219.74,1,6,0.5494363621299911
12478,4,1,680.99,0,0,0.9999999520141423
12479,11,1,527.2,0,0,0.9999999653607404
12480,28,4,3281.63,1,7,0.9999324549435065
12481,23,10,5596.32,1,1,0.9326801913453617
12483,17,8,2484.98,1,5,0.501178074964704
12484,33,6,4541.72,1,5,0.9256589960865156
12488,10,3,1298.66,1,3,0.99998710450727
12489,336,1,334.93,0,0,0.9999999766047065
12490,5,10,5417.93,1,1,0.9627313263615352
12491,39,1,460.40000000000003,0,0,0.9999999633913086
12492,63,2,263.21000000000004,0,4,0.9999998109771601
12493,166,2,433.74,0,4,0.9999996159379827
12494,16,7,1246.1000000000001,1,5,0.8020633706612517
12497,82,1,1043.1,0,0,0.9999994300623659
12498,21,3,403.70000000000005,0,3,0.9999927915225217
12500,23,11,4257.82,1,1,0.9794399398300063
12501,337,1,2169.39,0,0,0.9999893624817668
12502,96,5,3723.87,1,2,0.9992429548998416
12504,18,2,482.04999999999995,0,4,0.9999994837748982
12506,233,1,73.5,0,0,0.9999999987860835
12507,134,3,1304.81,0,3,0.999989544099264
12508,26,2,398.27,0,4,0.9999995810219436
12509,284,1,176.5,0,0,0.9999999945654423
12510,143,2,982.5699999999999,0,4,0.999998708044986
12512,66,2,138.03,0,4,0.9999999412041156
12513,113,1,612.29,0,0,0.9999998929031828
12514,267,1,1017.68,0,0,0.9999993807403488
12515,353,1,383.7,0,0,0.9999999668214122
12516,78,2,1312.06,0,4,0.9999975884482842
12517,28,5,2502.84,1,2,0.9991693757377675
12518,1,5,2056.89,1,2,0.9993827633222635
12519,64,1,340.84,0,0,0.9999999808827622
12520,79,5,2634.26,1,2,0.9992567772705734
12521,143,1,599.68,0,0,0.99999989525619
12522,39,2,192.72,0,4,0.9999999078151334
12523,19,11,1789.77,1,1,0.9806518570966406
12524,9,8,4485.72,1,5,0.6484181940875899
12526,1,3,1316.66,1,3,0.9999912000128972
12527,82,3,348.71000000000004,0,3,0.9999967181439768
12528,9,6,1933.48,1,5,0.7938577197133897
12530,60,4,1662.28,1,7,0.9999153590124799
12531,15,1,125.22,0,0,0.9999999985567649
12532,30,1,349.83000000000004,0,0,0.9999999831080945
12534,131,1,1089.18,0,0,0.9999992778242169
12535,92,2,716.35,0,4,0.9999992124017523
12536,43,3,12601.830000000002,1,3,0.9870775343447514
12538,29,1,363.95,0,0,0.9999999815861293
12539,22,4,5568.35,1,7,0.9997119455493898
12540,20,17,13400.24,1,1,0.7201468903479495
12541,30,3,981.18,1,3,0.9999851240211904
12544,36,1,372.7,0,0,0.9999999792929126
12545,75,2,1000.39,0,4,0.9999987208125961
12546,47,2,1161.5,0,4,0.9999984350562989
12547,198,2,207.79999999999998,0,4,0.999999885358272
12548,166,1,95.19999999999999,0,0,0.9999999983446095
12550,79,1,964.83,0,0,0.9999995681750478
12551,358,1,168.0,0,0,0.99999999497915
12552,39,2,437.82,0,4,0.9999995229212143
12553,8,10,3692.28,1,1,0.981276586547677
12556,50,2,603.71,0,4,0.9999993330576283
12557,16,5,11990.960000000001,1,2,0.9738905656683281
12558,8,1,269.96,0,0,0.9999999931196384
12559,311,2,561.71,0,4,0.9999995394482849
12560,5,3,2134.01,1,3,0.9999930339800222
12561,303,1,238.85,0,0,0.9999999895625669
12562,8,7,3781.7400000000002,1,5,0.8643253553571533
12564,261,1,456.9,0,0,0.9999999482771531
12565,289,1,145.92,0,0,0.9999999962507498
12566,86,1,351.65,0,0,0.9999999780161752
12567,23,10,9401.28,1,1,0.5940703362834592
12569,2,32,4124.69,1,6,0.8867736201531651
12571,40,2,519.61,0,4,0.9999994203137083
12572,9,2,1020.42,1,4,0.9999993719599967
12573,227,1,160.54000000000002,0,0,0.9999999956141656
12574,316,1,218.45,0,0,0.9999999914044184
12576,36,5,1315.83,1,2,0.9990423414124273
12577,35,3,657.8,0,3,0.9999870009095049
12578,21,2,2794.51,1,4,0.9999794920726796
12579,78,1,440.42,0,0,0.9999999613336573
12580,247,1,415.7,0,0,0.9999999601788038
12581,40,1,197.71,0,0,0.9999999950459375
12582,239,2,511.36,0,4,0.9999995622536563
12583,3,15,7281.38,1,1,0.9744751658199146
12584,4,9,2338.15,1,1,0.9116026373177367
12585,234,2,2040.1,0,4,0.9999898170646093
12586,17,1,196.94000000000003,0,0,0.999999995917841
12587,8,1,144.0,0,0,0.9999999982826272
12588,39,1,214.89999999999998,0,0,0.9999999940818332
12589,29,2,646.68,0,4,0.9999993160348514
12590,211,2,9864.26,1,4,0.9883860196214848
12591,317,1,452.84999999999997,0,0,0.9999999487087896
12592,92,2,437.6,0,4,0.9999995613361373
12593,109,3,418.09999999999997,0,3,0.9999956304887732
12594,38,10,3338.2200000000003,1,1,0.9685354208013202
12596,51,2,618.27,0,4,0.9999993184101239
12597,19,4,3811.22,1,7,0.9999248285814621
12598,10,8,3023.08,1,5,0.5103693736180077
12599,29,7,1032.58,1,5,0.8629736836570792
12600,29,10,2599.04,1,1,0.975140021162781
12601,190,5,577.0600000000001,0,2,0.999186204485934
12602,59,1,153.12,0,0,0.9999999968686777
12603,22,1,739.1999999999999,0,0,0.9999998764104346
12604,79,2,254.18,0,4,0.999999826404907
12607,60,1,1579.51,0,0,0.9999975679122278
12609,78,3,1126.85,0,3,0.9999881228119919
12610,23,5,2099.54,1,2,0.9991184115712024
12611,52,1,1193.32,0,0,0.9999991735311744
12612,74,1,704.0400000000001,0,0,0.9999998490684731
12613,57,5,3344.38,1,2,0.9992281598923859
12614,278,1,315.6,0,0,0.9999999800897419
12615,2,4,2291.19,1,7,0.9999645322288645
12616,95,2,713.3,0,4,0.9999992173511839
12617,29,1,355.53,0,0,0.9999999825997709
12618,22,1,177.31,0,0,0.9999999965820785
12619,16,9,3641.24,1,1,0.8526846038489097
12620,15,3,1339.41,1,3,0.9999872252658182
12621,2,20,13689.67,1,1,0.8473456455430263
12622,232,1,180.1,0,0,0.9999999944559614
12623,276,1,305.1,0,0,0.9999999816748282
12624,106,2,641.13,0,4,0.9999993155764753
12625,212,2,2683.82,0,4,0.9999719160346617
12626,23,9,6620.48,1,1,0.5994582248427652
12627,11,7,4478.53,1,5,0.8987411018569509
12628,4,3,786.46,1,3,0.9999833376915301
12630,10,2,1270.88,1,4,0.9999990937782036
12631,57,1,640.5,0,0,0.9999998944604955
12633,59,4,2163.98,1,7,0.9999293127631926
12635,90,2,1689.18,0,4,0.9999947058520965
12637,67,8,6021.9,1,5,0.7923448237473544
12638,33,1,671.69,0,0,0.9999998954714605
12639,239,1,486.1,0,0,0.9999999390891162
12640,24,3,1174.58,1,3,0.9999859436914554
12641,115,1,185.9,0,0,0.9999999946465907
12642,25,3,1013.26,1,3,0.9999848888308551
12643,128,6,3344.64,1,5,0.9091366025012015
12644,130,1,477.91,0,0,0.9999999465440684
12645,34,4,1775.18,1,7,0.9999125893801571
12646,5,2,1346.97,1,4,0.9999993639463863
12647,22,12,3722.82,1,1,0.9830857967192194
12648,155,1,318.05,0,0,0.9999999810319384
12649,107,3,623.51,0,3,0.999991634482492
12650,3,1,314.44,0,0,0.9999999924104206
12651,335,1,114.0,0,0,0.999999997546642
12652,331,1,919.98,0,0,0.9999995541053431
12653,149,2,2209.85,0,4,0.9999860675695261
12654,11,5,601.98,1,2,0.9991443902362461
12656,17,5,4051.17,1,2,0.9991487744523276
12657,11,4,1643.18,1,7,0.9999073534398886
12658,19,1,686.05,0,0,0.9999999074115443
12659,30,1,91.68,0,0,0.9999999990204214
12660,11,1,245.1,0,0,0.9999999939904185
12662,1,11,3849.78,1,1,0.9951909861674112
12664,8,9,4881.88,1,1,0.8019019331487254
12665,325,1,63.0,0,0,0.9999999989464925
12667,58,1,620.13,0,0,0.99999990393592
12668,12,4,3807.15,1,7,0.9999409714621674
12669,151,3,2744.0299999999997,0,3,0.9999673664139104
12670,10,5,2996.05,1,2,0.9992157101923141
12672,330,1,225.89999999999998,0,0,0.9999999907187203
12673,5,2,610.52,1,4,0.9999995575953978
12674,39,4,1970.6,1,7,0.999921387158747
12676,25,6,1331.39,1,5,0.8119284889544331
12678,42,12,17628.46,1,6,0.9312345442323735
12679,59,4,1113.02,1,7,0.9999042660305762
12680,1,4,862.81,1,7,0.9999208692639624
12681,15,22,13787.54,1,1,0.7277153667446734
12682,4,31,12288.22,1,1,0.5449530508265165
12683,4,15,8476.57,1,1,0.9565435705551497
12684,8,7,2283.63,1,5,0.7662883563592953
12685,28,6,2863.08,1,5,0.8646139269299354
12686,372,1,89.14,0,0,0.9999999983120631
12688,114,1,4873.8099999999995,0,0,0.9996579243514488
12689,26,2,1247.61,0,4,0.9999985288623731
12690,206,1,389.01,0,0,0.9999999672366818
12691,28,6,1035.8,1,5,0.844291632148811
12693,127,4,855.91,0,7,0.9999393499044957
12694,70,2,869.67,0,4,0.9999989950077316
12695,7,4,582.1,1,7,0.9999220620342253
12697,29,3,957.59,1,3,0.9999849576410179
12700,8,4,4939.99,1,7,0.9999035007514354
12701,80,2,797.71,0,4,0.9999990992212531
12702,20,1,219.0,0,0,0.999999994664805
12703,71,1,283.55,0,0,0.9999999874293026
12704,7,8,2340.84,1,1,0.5434435596892926
12705,15,9,6868.29,1,1,0.5919885950372296
12707,292,1,603.42,0,0,0.9999998838862979
12708,30,10,2712.91,1,1,0.9746478407320628
12709,15,15,9736.52,1,1,0.8927085525973603
12710,97,3,1149.02,0,3,0.9999887651670164
12712,29,13,4396.13,1,1,0.9753484090997837
12713,1,1,848.55,1,0,0.9999999435740958
12714,9,5,4708.86,1,2,0.999083423740939
12715,106,1,353.86,0,0,0.9999999767598171
12716,4,2,1053.49,1,4,0.9999995885326958
12717,151,2,1030.98,0,4,0.9999985714225071
12718,71,1,238.25,0,0,0.9999999915662086
12719,5,2,644.95,1,4,0.9999995525408962
12720,3,25,5781.73,1,1,0.8299066161150255
12721,32,6,2656.13,1,5,0.8553057630791446
12722,85,4,997.63,0,7,0.999918788404067
12723,4,5,725.07,1,2,0.9992060732230349
12724,5,4,1031.41,1,7,0.9998886217780787
12725,371,1,427.8,0,0,0.9999999556182192
12726,28,7,2609.1,1,5,0.8150070856689514
12727,11,7,3980.7,1,5,0.8754727724791073
12728,71,4,836.33,0,7,0.9999222494490156
12729,114,1,453.01,0,0,0.9999999549459907
12731,24,12,18895.91,1,6,0.951839159654702
12732,180,1,236.26000000000002,0,0,0.999999990355017
12733,234,1,383.95,0,0,0.9999999678820394
12734,353,1,110.39999999999999,0,0,0.9999999976613294
12735,315,2,779.5699999999999,0,4,0.9999992421256495
12736,333,1,234.0,0,0,0.9999999899590288
12738,372,1,155.35,0,0,0.9999999956785426
12739,78,2,1013.04,0,4,0.9999986822868521
12740,64,1,427.6,0,0,0.9999999658527244
12743,134,2,546.43,0,4,0.9999994532388523
12744,52,7,21279.29,1,6,0.8536489697281201
12747,2,11,4196.01,1,1,0.9930247449186922
12748,1,209,33719.73,1,6,0.9999999999999307
12749,4,5,4090.88,1,2,0.9992352304596465
12750,129,1,275.88,0,0,0.9999999868723073
12752,81,1,4366.78,0,0,0.9998059119408537
12753,23,6,21429.39,1,6,0.9375423618230874
12754,236,3,3010.74,0,3,0.9999556513306518
12755,281,2,3811.95,0,4,0.999890173746729
12756,87,1,112.07999999999998,0,0,0.9999999981124232
12757,16,13,7857.1,1,1,0.9317281588744675
12758,117,2,2791.59,0,4,0.9999664633889499
12759,52,3,1531.44,1,3,0.9999881351635458
12762,8,2,1898.52,1,4,0.9999975295773899
12763,138,2,494.08,0,4,0.9999995215099039
12764,317,1,1693.88,0,0,0.9999960016411636
12766,4,7,6989.63,1,5,0.9589441999506514
12769,239,1,1143.6,0,0,0.9999990783374613
12770,211,1,1351.45,0,0,0.9999983360939909
12772,60,1,892.47,0,0,0.9999996890593955
12775,17,5,1386.04,1,2,0.9990189888299302
12778,20,6,822.23,1,5,0.8699835889236934
12779,38,8,3981.36,1,5,0.6508258621926112
12781,64,2,826.74,0,4,0.9999990703964556
12782,5,5,2330.92,1,2,0.9992283691086145
12783,2,6,2225.91,1,5,0.8208789721835923
12784,9,2,574.42,0,4,0.9999994831468796
12785,364,1,311.95,0,0,0.999999980265206
12787,10,3,463.66,1,3,0.9999893380515321
12789,65,1,91.85,0,0,0.9999999987472452
12790,192,1,324.92,0,0,0.9999999794297068
12791,374,1,192.60000000000002,0,0,0.999999993349248
12792,257,1,400.53999999999996,0,0,0.9999999637782866
12793,335,2,545.48,0,4,0.9999995687220988
12794,53,2,860.41,0,4,0.9999990436475915
12795,19,1,430.48,0,0,0.9999999753944303
12797,366,1,254.03,0,0,0.9999999878405768
12798,10,3,6977.04,1,3,0.9995933441075062
12802,187,1,427.58,0,0,0.9999999584007337
12808,37,3,483.65000000000003,0,3,0.9999912717530554
12809,178,1,489.31,0,0,0.9999999400934856
12811,261,3,514.85,0,3,0.9999958644888839
12812,45,1,229.64000000000001,0,0,0.9999999929296419
12814,102,1,125.92,0,0,0.9999999975871021
12815,148,2,1063.46,0,4,0.999998470062003
12816,96,2,572.2,0,4,0.9999993927701879
12817,281,1,166.04,0,0,0.9999999951984946
12818,262,1,1542.08,0,0,0.9999972324266393
12820,3,4,942.34,1,7,0.9998984182016064
12821,214,1,92.72,0,0,0.9999999983377306
12822,71,2,948.88,0,4,0.9999988454955994
12823,75,5,1759.5,1,2,0.9991742366647208
12824,60,1,397.12,0,0,0.999999972305094
12826,3,7,1474.72,1,5,0.7339897297172575
12827,6,3,430.15000000000003,1,3,0.9999902969263162
12828,3,6,1018.71,1,5,0.7882482263980856
12829,337,2,293.0,0,4,0.9999998273025719
12830,38,6,6814.64,1,5,0.9003413638994688
12831,262,1,215.05,0,0,0.9999999918276874
12832,32,2,383.03,0,4,0.9999996040601096
12833,145,1,417.38,0,0,0.9999999623989553
12834,283,1,312.38,0,0,0.999999980552613
12836,59,4,2612.86,1,7,0.9999331745858603
12837,173,1,134.1,0,0,0.9999999970089024
12838,34,2,683.13,0,4,0.9999992765398821
12839,3,14,5591.42,1,1,0.9862481428047686
12840,144,4,2726.77,1,7,0.9999331265870769
12841,5,25,4022.35,1,1,0.6291984948504572
12842,70,2,1118.99,0,4,0.9999984091575087
12843,66,8,1702.26,1,5,0.6412068862054249
12844,29,2,325.96000000000004,0,4,0.9999997008015041
12845,267,4,354.09,0,7,0.9999914262050922
12847,22,1,871.54,0,0,0.9999997876417218
12849,31,2,1050.8899999999999,0,4,0.9999988789039191
12851,97,1,135.18,0,0,0.9999999972723859
12852,295,1,311.55,0,0,0.9999999806120476
12853,135,6,1957.1000000000001,1,5,0.8766405856965221
12854,79,3,1324.5,0,3,0.9999884254502748
12855,373,1,38.1,0,0,0.9999999993389792
12856,8,6,2179.93,1,5,0.8092119174679796
12857,211,2,1106.4,0,4,0.9999983472261575
12863,52,1,521.2,0,0,0.9999999440432561
12864,138,1,147.12,0,0,0.9999999965659212
12865,26,2,1568.23,1,4,0.9999972469690053
12866,283,1,559.12,0,0,0.9999999075793646
12867,26,7,4036.82,1,5,0.8835848471730474
12868,186,6,1607.0600000000002,1,5,0.8929640527091203
12871,84,2,380.64,0,4,0.9999996377022756
12872,327,2,599.97,0,4,0.9999995019671332
12873,282,1,374.0,0,0,0.9999999694578126
12875,143,2,343.2300000000001,0,4,0.9999997226448498
12876,58,2,2218.02,0,4,0.9999875453692328
12877,4,12,1535.77,1,1,0.9827974512794139
12878,236,2,854.99,0,4,0.999999052552721
12879,45,3,573.22,0,3,0.9999894935457188
12881,276,1,298.0,0,0,0.9999999826864309
12882,9,2,1463.04,1,4,0.9999988214931387
12883,25,4,703.47,1,7,0.9999103853581955
12884,88,1,309.05,0,0,0.9999999839144503
12885,63,3,1175.22,0,3,0.9999876641255402
12886,68,2,1378.4,0,4,0.9999973172498137
12888,214,2,354.12,0,4,0.9999997356032279
12890,24,1,380.46999999999997,0,0,0.999999980559936
12891,186,3,331.0,0,3,0.9999979523672796
12893,31,1,188.14,0,0,0.9999999957980803
12895,42,2,372.8,0,4,0.9999996237032727
12897,205,2,216.5,0,4,0.9999998787832103
12901,9,28,17654.54,1,6,0.5286183391910118
12902,265,1,138.68,0,0,0.9999999966233419
12904,18,2,509.58,0,4,0.9999994563225915
12906,12,5,2919.81,1,2,0.9992042053621195
12908,176,2,750.0,0,4,0.9999992049845978
12909,40,5,2178.67,1,2,0.9991542736704293
12910,23,8,3075.04,1,5,0.5529805066125083
12912,3,5,1662.3,1,2,0.9992126171990786
12913,5,5,2483.63,1,2,0.9992417828905911
12915,149,2,363.65,0,4,0.999999698028878
12916,139,4,3006.15,1,7,0.9999235867095772
12917,128,1,594.0,0,0,0.9999999000406793
12919,8,6,1335.19,1,5,0.7782083386474653
12920,17,1,164.23,0,0,0.9999999972772926
12921,9,37,16587.09,1,6,0.8252434470575138
12922,161,1,405.38,0,0,0.9999999646518523
12923,64,1,176.97,0,0,0.9999999956877113
12924,88,4,933.7,0,7,0.9999228071114097
12925,5,2,694.05,1,4,0.999999549420554
12928,35,5,2062.7000000000003,1,2,0.9991307685845294
12929,312,1,117.85,0,0,0.999999997424668
12930,78,2,415.8,0,4,0.9999995814770696
12931,22,15,42055.96,1,6,0.9996892711108318
12933,24,3,607.53,0,3,0.9999867555123205
12935,2,7,2160.7,1,5,0.7515626908907539
12936,17,4,1063.9,1,7,0.9998803249423964
12937,15,4,1504.27,1,7,0.999896635506455
12938,26,1,114.14,0,0,0.9999999986021941
12939,64,8,11581.8,1,5,0.6425862506387895
12940,55,2,913.54,0,4,0.9999989551562921
12942,131,3,683.9,0,3,0.9999915936728677
12944,36,2,604.51,0,4,0.9999993379606165
12945,288,1,462.95,0,0,0.9999999459001697
12947,144,6,1603.99,1,5,0.8812612808421105
12948,16,7,2064.95,1,5,0.774760609276348
12949,31,8,4167.22,1,5,0.6549012601417332
12950,2,3,1843.0,1,3,0.9999942548015344
12951,9,6,1064.07,1,5,0.8011738430358664
12952,6,4,1387.79,1,7,0.9999001180853261
12953,10,1,329.85,0,0,0.9999999890819009
12955,1,11,4757.16,1,1,0.9923757853062595
12956,306,1,108.07,0,0,0.9999999977760767
12957,10,8,4017.54,1,5,0.6037467368256982
12962,7,2,266.39,0,4,0.9999998409356836
12963,8,8,1856.63,1,1,0.5439370700952153
12965,89,1,771.91,0,0,0.9999997892071968
12966,10,1,160.18,0,0,0.9999999976953375
12967,358,2,1660.9,0,4,0.9999952327980272
12968,112,1,135.95,0,0,0.9999999971610225
12970,7,4,452.24,1,7,0.9999502271622258
12971,4,86,11189.91,1,6,0.9999997327786405
12974,198,1,144.8,0,0,0.9999999964739157
12976,212,1,738.6,0,0,0.9999997898662748
12977,156,1,39.239999999999995,0,0,0.9999999994222846
12980,158,9,7374.900000000001,1,5,0.4073976800650031
12981,30,2,372.21999999999997,0,4,0.9999996216385806
12982,243,1,390.54,0,0,0.9999999662925251
12984,19,1,97.5,0,0,0.9999999990666657
12985,1,2,1239.38,1,4,0.9999997983621315
12987,74,2,558.7,0,4,0.9999993927998161
12988,292,1,535.32,0,0,0.9999999183547932
12989,3,15,6924.110000000001,1,1,0.9774595391441019
12990,31,3,409.5,0,3,0.9999932921034618
12991,23,2,503.76,0,4,0.9999994484766546
12993,23,4,414.76,0,7,0.9999645007959524
12994,4,3,974.4200000000001,1,3,0.9999845142790552
12995,85,1,211.32,0,0,0.9999999933142658
12997,22,4,1226.89,1,7,0.9998847698213765
12999,196,3,455.88,0,3,0.9999961026641166
13000,107,3,534.85,0,3,0.9999931509844657
13001,4,13,9818.82,1,1,0.8995067654754115
13002,318,1,120.94999999999999,0,0,0.9999999973018654
13003,106,3,149.05,0,3,0.9999992885962345
13004,12,18,5655.91,1,1,0.9550072504634295
13005,174,2,513.7,0,4,0.9999995215918899
13006,56,1,81.57,0,0,0.9999999990019406
13008,323,1,229.46999999999997,0,0,0.999999990406895
13011,372,1,50.550000000000004,0,0,0.999999999154459
13012,9,8,1661.8400000000001,1,1,0.5276570756941021
13013,1,13,4810.9400000000005,1,1,0.9930477877803711
13014,11,10,3466.2799999999997,1,1,0.9806692602742358
13015,53,5,3346.28,1,2,0.9992230805721392
13016,73,3,789.89,0,3,0.9999883339044281
13017,7,1,204.0,0,0,0.9999999962373864
13018,16,28,7277.7,1,1,0.5519499377430259
13021,4,9,2616.38,1,1,0.9085850167015316
13023,64,2,689.9,0,4,0.9999992419908144
13026,1,5,975.36,1,2,0.9993321912179999
13027,114,6,6912.0,1,5,0.8660838569821072
13028,23,2,661.3199999999999,0,4,0.99999932713487
13029,31,3,1247.5,1,3,0.9999867309057223
13030,11,2,799.48,1,4,0.9999993923951073
13032,52,2,1010.18,0,4,0.9999987842069388
13033,357,1,190.55,0,0,0.9999999935162922
13034,55,2,642.77,0,4,0.9999992933092395
13035,74,2,921.88,0,4,0.9999988939097799
13037,138,3,881.07,0,3,0.9999903450502988
13038,80,3,908.46,0,3,0.9999881847348158
13040,9,2,676.99,1,4,0.9999994519975712
13043,273,1,516.42,0,0,0.9999999267800677
13044,291,1,560.47,0,0,0.9999999067143891
13045,99,1,305.28000000000003,0,0,0.9999999840361072
13046,31,2,629.31,0,4,0.9999993245430637
13047,32,10,3237.54,1,1,0.9716603879379646
13048,14,4,1835.91,1,7,0.9999165090555153
13049,64,2,656.6800000000001,0,4,0.9999992786245073
13050,15,17,5836.86,1,1,0.9588268428110079
13052,212,1,348.15000000000003,0,0,0.9999999752745444
13055,78,3,1214.41,0,3,0.9999882594741282
13058,25,3,271.40000000000003,0,3,0.9999975622282504
13059,250,1,183.4,0,0,0.9999999941967603
13060,254,1,307.53,0,0,0.9999999814602216
13061,72,1,248.61,0,0,0.9999999906891985
13062,191,1,346.98,0,0,0.9999999757875341
13064,13,4,1119.49,1,7,0.999880068754608
13065,373,1,205.86,0,0,0.9999999923481195
13066,24,2,470.8,0,4,0.9999994834813217
13067,82,1,115.46000000000001,0,0,0.9999999980380809
13068,10,2,344.0,0,4,0.9999997026632805
13069,1,24,4436.12,1,1,0.8625589144260775
13070,192,1,228.8,0,0,0.9999999909488975
13072,267,1,177.15,0,0,0.9999999945580704
13075,130,1,919.61,0,0,0.9999995970884673
13077,1,4,729.27,1,7,0.9999261646417388
13078,3,26,12627.94,1,1,0.7747779045797594
13079,4,5,220.10000000000002,1,2,0.9991056704925562
13080,179,1,58.08,0,0,0.9999999991314601
13081,12,11,28337.38,1,6,0.999174970113217
